Shop Name,Address 1,Address 2,City,State/Province,Zip/Postcode,Country,Website,Phone,Email,Added,Updated,CBD,Biz Type,MJ,Kratom,Buyer name ,Title 
E-Cig Mania,1063 Gravois Rd Ste A,,Fenton,MO,63026,US,http://www.stlouisecigmania.com/,6363262600,ecigmania@yahoo.com,2018-09-30,,,V,,,,
Outlaw Tom's,1058 Gravois Rd,,Fenton,MO,63026,US,https://outlawtoms.com/,6366001166,outlawtoms@yahoo.com,2022-03-21,2022-03-21,Yes,H,CBD,,,
Stella Blues Vapors Inc,340 Skinker Ln,,Fenton,MO,63026,US,https://stella-blues-vapors-inc.myshopify.com,6366787275,shop@stellabluesvapors.com,2015-01-08,2019-01-28,Yes,V,CBD,Yes,,
The Shanty,1663 S Old Hwy 141,,Fenton,MO,63026,US,,6363265501,theshanty@att.net,2018-09-08,2020-03-18,Yes,S,CBD,Yes,,
Tytan Health Care,404 Gravois Rd,,Fenton,MO,63026,US,https://thcdoc.shop/,3144098279,tim@thcdoc.shop,2019-09-14,2019-09-14,Yes,C,CBD,,,
Vapor Connection,2089 Bentley Plaza,,Fenton,MO,63026,US,,6365291310,vaporconnectionstl@live.com,2018-08-31,2020-03-03,Yes,V,CBD,,,
Vapor World Fenton,672 Gravois Bluffs Blvd E Ste A,,Fenton,MO,63026,US,http://www.vaporworldstore.com/,6366787151,info@vaporworldstore.com,2019-10-02,,Yes,V,CBD,,,
Greenhouse Vapes - Festus,38 E Main St,,Festus,MO,63028,US,https://www.greenhousevapes.com/,6366382111,support@greenhousevapes.com,2015-02-27,2019-03-21,Yes,V,CBD,,,
Peace Of Mind Collective,204 E Main St,,Festus,MO,63028,US,,6366381888,pomcollectivez@gmail.com,2018-11-17,2020-01-30,,H,,,,
Ultimate Vapor,2093 US-67,,Festus,MO,63028,US,http://www.ultimate-vapor.com/,5734305022,admin@ultimate-vapor.com,2021-07-13,,Yes,V,CBD,,,
Fogarty's House of Vapor,2318 N US-67 Ste A,,Florissant,MO,63033,US,http://fogartysvaporshopmo.com/,3147365268,fogartyshov@outlook.com,2015-02-27,2019-11-02,Yes,V,CBD,,,
Hypnotized Smoke Shop,2967 Patterson Rd,,Florissant,MO,63031,US,http://hypnotizedsmokeshop.com/,3149721437,hypnotized1@att.net,2018-08-06,2019-10-02,,S,,,,
Mr. Nice Guy Florissant,3325 N US-67,,Florissant,MO,63033,US,http://www.mrniceguyheadshops.com/,3147364122,mrniceguystl@gmail.com,2018-08-06,2019-06-08,Yes,H,CBD,Yes,,
Retro Active,1762 New Florissant Rd,,Florissant,MO,63303,US,http://retroactivesmokeshop.com,3144559078,contact@retroactivesmokeshop.com,2019-01-05,2019-08-16,,H,,,,
Smoke Safe Vapor Lounge,514 N Hwy 67,,Florissant,MO,63031,US,,3147364136,,2018-09-14,2022-03-07,Yes,V,CBD,,,
Studio 420,"1604 Flower Valley Shopping Center,  111 N Hwy 67",,Florissant,MO,63033,US,,3147389408,,2020-12-28,,Yes,S,CBD,,,
Double Delight Vapors,135 W Main St,,Fordland,MO,65652,US,,4177382013,,2019-10-08,,,V,,,,
Grozarks,13983 US-160,,Forsyth,MO,65653,US,http://grozarksgs.com,4179879584,grozarksgs@gmail.com,2020-07-07,2020-07-07,,O,,,,
MPV By Vapesmart,17447 US-160,,Forsyth,MO,65653,US,,4175468273,meugenem87@gmail.com,2018-09-25,,,V,,,,
Smokers' Outlet - Forsyth,15459 US-160,,Forsyth,MO,65653,US,http://www.smokers4u.com/,4175462420,forsyth@smokers4u.com,2019-09-25,,Yes,S,CBD,,,
A & D Discount Tobacco,932 US-54 Business,,Fulton,MO,65251,US,http://aanddtobacco.com/,5736427622,,2019-07-14,,,T,,,,
Don't Be Shy,1322 S US-54 Bus,,Fulton,MO,65251,US,,5732204498,,2019-09-09,2019-09-09,Yes,H,CBD,,,
Koko Vapors & More,307 Manor Dr,,Fulton,MO,65251,US,http://www.kokovapors.com/,5738263116,kokovapors@yahoo.com,2019-12-26,2019-12-26,Yes,V,CBD,Yes,,
Xpress Liquor & Smokes,11 W 2nd St,,Fulton,MO,65251,US,http://www.xpressliquorandsmokes.com/,5736427577,shepard.xpress@gmail.com,2019-09-03,,,T,,,,
Tobacco Warehouse,279 MO-5,,Gainesville,MO,65655,US,http://tobaccowarehouse.us,4176790222,minute1026@gmail.com,2018-11-08,2018-11-08,Yes,S,CBD,Yes,,
Y-76 Handi Mart,2400 MO-76,,Galena,MO,65656,US,,4172723722,,2018-11-21,,,S,,,,
Natural Wellness CBD,7672 N Oak Trafficway,,Gladstone,MO,64118,US,https://www.naturalwellnesscbd.com/,8164478927,naturalwellnesskc@gmail.com,2020-07-13,,Yes,C,CBD,,,
The Hub Smoke Shop,6410 N Oak Trafficway,,Gladstone,MO,64118,US,http://smokeshopkc.com/,8164200404,thehubkc@yahoo.com,2019-01-12,2019-06-15,Yes,S,CBD,Yes,,
"VaporWyse, LLC",5733 NE Antioch Rd,,Gladstone,MO,64119,US,,8165992808,vaporwyse@gmail.com,2018-09-30,,,V,,,,
CBD American Shaman - Grain Valley,1402 SW Eagles Pkwy,,Grain Valley,MO,64029,US,https://cbdamericanshaman.com/,8167264615,austinfansher@gmail.com,2019-11-12,,Yes,C,CBD,,,
Main St. Discount Smokes & Liquor,1301 Main St,,Grandview,MO,64030,US,,8167651068,,2020-01-06,2020-01-06,Yes,S,CBD,Yes,,
Smoke Hut Smoke Shop,11902 Blue Ridge Blvd Ste G,,Grandview,MO,64030,US,http://www.smoke-hut.com/,8166565686,smoker.sheaven@yahoo.com,2018-09-25,,Yes,S,CBD,Yes,,
Vapor World,11925 Blue Ridge Blvd,,Grandview,MO,64030,US,https://vaporworldgrandview.business.site,8168328845,grandviewvaporworld@gmail.com,2019-10-02,2019-10-12,Yes,V,CBD,Yes,,
Lake Liquor & Tobacco Inc,212 S Main St,,Gravois Mills,MO,65037,US,,5733744850,,2019-12-28,,Yes,T,CBD,,,
Arch City Vapors,3555 Stardust Dr,,Hannibal,MO,63401,US,,5736031054,archcityvapors@gmail.com,2014-11-24,2021-04-23,Yes,V,CBD,,,
Crazy J's,2800 Saint Marys Ave Ste A,,Hannibal,MO,63401,US,,5736034993,crazyjs.hannibal@gmail.com,2019-09-03,,,H,,Yes,,
JB Hawks Discount Tobacco & Vape,1304 Mark Twain Ave #C,,Hannibal,MO,63401,US,http://jbhawks.com/index.php,5732215888,jbhawkshannibal@gmail.com,2018-08-06,2019-06-08,Yes,T,CBD,,,
Ron's Tobacco,1400 Market St #A,,Hannibal,MO,63401,US,,5732483838,,2020-02-11,,Yes,T,CBD,,,
Smoke House Discount Tobacco,1304 Mark Twain Ave,,Hannibal,MO,63401,US,,5732215888,,2020-02-18,,Yes,S,CBD,Yes,,
The Vape Lounge,217 Broadway,,Hannibal,MO,63401,US,https://www.mainstreetvapelounge.com/,5736031009,rorywire@gmail.com,2020-12-08,,Yes,V,CBD,,,
U.S. Smoke Shop,1106 N Commercial St Ste 102,,Harrisonville,MO,64701,US,,8168842525,,2019-11-18,,Yes,S,CBD,,,
Vapor Maven,317 S Commercial St,,Harrisonville,MO,64701,US,,8163802040,,2018-08-06,2020-01-08,Yes,V,CBD,Yes,,
STL Vapor,7209 N Lindbergh Blvd,,Hazelwood,MO,63042,US,http://stlvapor.com/,3148276765,stlvaporof@gmail.com,2018-09-11,,,V,,,,
Herbal Medz CBD Emporium,2745 High Ridge Blvd Ste 2,,High Ridge,MO,63049,US,https://www.herbalmedz.com/,6366719008,,2021-01-30,,Yes,C,CBD,,,
VaporWize Hillsboro,10283 MO-21 Bus,,Hillsboro,MO,63050,US,http://www.vaporwize.com/,6367978508,vaporwize@gmail.com,2019-09-29,,Yes,V,CBD,,,
M.P.V. By Vapesmart,1717 US-65 BUS,,Hollister,MO,65672,US,,4175937137,mpvbyvapesmart@gmail.com,2015-04-14,2018-12-28,,V,,,,
Puff The Magic Dragon,1889 US-65 Bus,,Hollister,MO,65672,US,http://www.springfield-kratom.com,4175981370,puffmagic2349@yahoo.com,2018-11-13,2020-02-22,Yes,H,CBD,Yes,,
Rudy's Discount Smoke Shop,2460 S Business Highway 65,,Hollister,MO,65672,US,,4173352149,,2018-12-03,,Yes,S,CBD,,,
Swin Dispensaries - Hollister,180 Mall Rd Ste E,,Hollister,MO,65672,US,https://www.swindispensaries.com/,4173205222,swindispensaries@gmail.com,2020-12-25,,Yes,C,CBD,,,
Up In Smoke,168 W Simon Blvd,,Holts Summit,MO,65043,US,,5738968653,upinsmoke@centurylink.net,2019-01-12,,,S,,,,
Smoke Shop,202 N 2nd St,,Hopkins,MO,64461,US,,6607783754,,2020-02-24,,,T,,,,
Cosmic Dragon,4642 Gravois Rd,,House Springs,MO,63051,US,,6366719455,cosmicdragongifts@gmail.com,2016-12-08,2019-03-20,Yes,V,CBD,,,
Dragon Lair Inc,4591 Main St,,House Springs,MO,63051,US,,6363750003,,2019-08-24,,,H,,,,
Freedom Vapes,1215 S Sam Houston Blvd Ste 3,,Houston,MO,65483,US,,4179678180,freedomvapes@gotrain.org,2017-03-22,2019-01-16,,V,,,,
