Fergy's Vape,528 Decatur Hwy Ste 100,,Gardendale,AL,35071,US,,2056313373,fergysplace@hotmail.com,2014-08-29,2019-04-05,Yes,V,CBD,,,
Florence Smoke Shop,2520 Mall Rd,,Florence,AL,35630,US,https://florence-smoke-shop.business.site/,2562847908,,2019-04-15,2019-04-15,Yes,S,CBD,,,
For Your Health CBD,202 1st Ave SE Ste C,,Cullman,AL,35055,US,http://www.cullmancbdstore.com/,2563381345,insightforyourhealth@gmail.com,2021-01-06,,Yes,C,CBD,,,
Freedom CBD & Wellness,1110 15th St Ste B,,Tuscaloosa,AL,35401,US,https://freedomcbdandwellness.com/,2057104955,freedomcbdandwellness@yahoo.com,2021-01-06,,Yes,C,CBD,,,
Gadsden Vapes,1505 Rainbow Dr,,Gadsden,AL,35901,US,,2566466143,,2019-04-16,,,V,,,,
Gallery Smoke,3065 Lorna Rd Ste D,,Hoover,AL,35216,US,http://www.gallerysmoke.com,8338727473,orders@gallerysmoke.com,2018-11-15,2018-11-15,Yes,H,CBD,,,
Gallery Smoke Birmingham,1036 20th St S,,Birmingham,AL,35205,US,http://www.gallerysmoke.com,8338727473,orders@gallerysmoke.com,2018-12-18,,,S,,,,
Gallery Smoke Roebuck,9121 Parkway E,,Birmingham,AL,35206,US,http://www.gallerysmoke.com,8338727473,contact@gallerysmoke.com,2018-12-22,,Yes,S,CBD,,,
Genetix Dispensary,1300 Schillinger Rd S Unit 5,,Mobile,AL,36695,US,https://genetixdispensary.com/,2514089588,info@genetixdispensary.com,2021-01-12,2021-01-12,Yes,C,CBD,,,
Genetix Dispensary,5650 Old Pascagoula Rd,,Mobile,AL,36619,US,https://genetixdispensary.com/,2516535990,info@genetixdispensary.com,2021-01-12,,Yes,C,CBD,,,
Grassroots Co,2501 Jordan Ln NW Ste B,,Huntsville,AL,35816,US,,2569704999,,2021-01-14,,Yes,H,CBD,,,
Green King CBD & Vape,1199 US-31 Ste C,,Hartselle,AL,35640,US,,2565028282,greenkingcbdandvape@gmail.com,2021-01-16,,Yes,S,CBD,,,
Green Worx,11437 S Memorial Pkwy Ste D,,Huntsville,AL,35803,US,,2567599152,sales@greenworxcbd.com,2021-11-16,2021-11-16,Yes,C,CBD,,,
Heady,5026 Vaughn Rd,,Montgomery,AL,36116,US,,3343988691,,2018-11-17,,Yes,H,CBD,,,
Heady Boutique & Vape,2872 US-231 Ste B,,Wetumpka,AL,36093,US,,3344783815,headysoaps@gmail.com,2018-10-22,2019-11-28,Yes,V,CBD,,,
Hemp 101 LLC,184 W Valley Ave,,Homewood,AL,35209,US,,2055273223,ginawillsell@gmail.com,2021-01-24,,Yes,C,CBD,,,
Hemp 205 CBD,2230 Moody Pkwy,,Moody,AL,35004,US,https://hemp205.business.site/,2055289208,hemp205cbd@gmail.com,2021-01-24,,Yes,C,CBD,,,
Hemp Roost,1590 Pelham Rd S Ste D,,Jacksonville,AL,36265,US,https://hemproost.com/,2563651148,hemproost@gmail.com,2021-01-27,,Yes,C,CBD,,,
Hempy's CBD & Vape,1000 Beltline Rd SW #S1,,Decatur,AL,35601,US,,2568222001,hempyscbdandvape@yahoo.com,2021-01-29,,Yes,S,CBD,,,
High Elevations CBD,2502 Schillinger Rd S Ste 5,,Mobile,AL,36695,US,https://www.highelevationscbd.com/,2514590146,highelevationscbd@gmail.com,2021-02-01,,Yes,C,CBD,,,
Hippie St.,1780 Opelika Rd,,Auburn,AL,36830,US,,3347345008,hippiest2019@gmail.com,2021-10-02,,Yes,H,CBD,,,
Honeysuckle Hemp and CBD,1415 Honeysuckle Rd Ste 4,,Dothan,AL,36305,US,https://honeysucklehemp.com,3346994232,info@honeysucklehemp.com,2021-02-07,,Yes,C,CBD,,,
House Of Hemp,2277 Cobbs Ford Rd,,Prattville,AL,36066,US,,3344986233,bhhouseofhemp@gmail.com,2022-04-28,2022-04-28,Yes,C,CBD,,,
Jasper Smoke & Vape,151 Hwy 78 W,,Jasper,AL,35501,US,,2055121077,,2019-10-03,2019-10-03,Yes,S,CBD,,,
Jemison Vape Shoppe,24894 US-31,,Jemison,AL,35085,US,,2056881282,jemisonvape@hotmail.com,2018-06-30,2019-07-15,Yes,V,CBD,,,
JJ Smoke Shop,1636 Pinson Valley Pkwy,,Birmingham,AL,35217,US,https://jj-smoke-shop-discount-tobacco.business.site/,2058414727,,2020-07-05,,Yes,S,CBD,,,
Just Breathe Vapors,809 E Laurel St,,Scottsboro,AL,35768,US,,2565947891,justbreathevapors15@gmail.com,2019-04-28,,,V,,,,
Kaleidoscope Vapor Lounge,2801 Mall Rd Ste 16,,Florence,AL,35630,US,http://kaleidoscopevapor.co/,2562847439,info@kaleidoscopevapor.co,2018-08-06,2019-12-27,Yes,V,CBD,,,
Kaoz,330 University Blvd S,,Mobile,AL,36609,US,,2513445343,kaozmobtown@gmail.com,2019-01-14,,,H,,,,
Kickin' Ash Vape Shop and Lounge,11220 S Memorial Pkwy Ste H,,Huntsville,AL,35803,US,https://kickin-ash-vape-shop-and-lounge.business.site/,2565178646,,2019-04-29,,,V,,,,
Kickn My Habit Vapors,2407 Memorial Pkwy SW Ste 12,,Huntsville,AL,35801,US,,2567151093,,2018-08-06,2019-12-28,Yes,V,CBD,,,
Kickn My Habit Vapors & CBD - Hazel Green,13669 US-231 Ste 7,,Hazel Green,AL,35750,US,,2568135005,,2019-04-03,2019-04-03,Yes,V,CBD,,,
Kickn My Habit Vapors & CBD Athens,936 US-72,,Athens,AL,35611,US,,2569985105,,2021-02-24,,Yes,V,CBD,,,
Kickn My Habit Vapors & CBD Madison,7449 Hwy 72 W Ste E,,Madison,AL,35758,US,,2569707903,,2021-02-24,,Yes,V,CBD,,,
Kloud 9 Vape & Hookah,2022 Jordan Ln NW,,Huntsville,AL,35816,US,,6015137691,,2018-06-30,2019-07-15,Yes,V,CBD,,,
L.A. Vapes,609 McMeans Ave,,Bay Minette,AL,36507,US,https://www.la-vapes.com/,2514023665,loweralabamavapes@gmail.com,2018-06-30,2019-07-15,,V,,,,
Leet Vape,635 US-72 W,,Athens,AL,35611,US,http://leetvape.us/,2564441355,support@leetvape.us,2018-06-30,2019-07-15,,S,,,,
Leet Vape,8218 AL-53,,Toney,AL,35773,US,http://leetvape.us/,2568516070,support@leetvape.us,2014-08-27,2019-12-08,,V,,,,
Lotus CBD,3872 S McKenzie St,,Foley,AL,36535,US,,4043863683,healthwellnesslotus@gmail.com,2020-07-09,,Yes,C,CBD,,,
Loud Cloud Vape Shop,3476 SpringHill Ave,,Mobile,AL,36608,US,,2513454047,loudcloudvapes@gmail.com,2018-06-30,2019-07-15,,V,,,,
Maddog’s Party Stop,10295 US-43 Ste C,,Creola,AL,36525,US,,2516752337,,2021-10-15,,Yes,O,CBD,,,
Magic City Organics,701 37th St S Ste 10,,Birmingham,AL,35222,US,https://magiccityorganics.com/,2055470750,info@magiccityorganics.com,2021-03-17,,Yes,C,CBD,,,
Magic Vape,5361 US-280 Ste A109,,Birmingham,AL,35242,US,https://www.magicvape280.com/,2055476865,magicvape280@gmail.com,2014-10-06,2019-10-23,,V,,,,
McKee's Tobacco Junction,3612 Cloverdale Rd,,Florence,AL,35633,US,,2567648692,,2020-01-07,,,T,,,,
Mike's Tobacco 2,145 S Main St,,Arab,AL,35016,US,https://mikestobacco2.business.site/,2566408555,mikestobacco2@gmail.com,2021-03-13,,Yes,T,CBD,,,
Miller's Crossing,600 S Alabama Ave Ste B,,Monroeville,AL,36460,US,https://millerscrossing.business.site/,2513022408,,2021-03-13,,Yes,C,CBD,,,
Mini T's Tobacco,514 Kirkland St #3B,,Abbeville,AL,36310,US,http://wiregrasstobaccoshop.com/,3345755132,minitobacco@hotmail.com,2018-10-24,,,S,,,,
Mountain Mist Vapors,10772 US-431,,Albertville,AL,35950,US,,2566732285,,2018-06-30,2019-12-23,Yes,V,CBD,,,
Mr Smoke,231 N Dean Rd Ste 4,,Auburn,AL,36830,US,,3345210252,,2021-10-03,,Yes,S,CBD,,,
My Tobacco Shop,3180 Pelham Pkwy Ste C,,Pelham,AL,35124,US,http://mytobaccoshops.com/,2056630222,tobaccobills@yahoo.com,2020-01-17,,Yes,T,CBD,,,
Mystik Vape,1100 Hwy 31 NW,,Hartselle,AL,35640,US,,2565028880,mystikvape@gmail.com,2018-09-19,,Yes,V,CBD,,,
Nature's Pointe Wellness CBD Store,301 W Inez Rd Ste 1,,Dothan,AL,36301,US,https://www.naturespointewellness.com/,3347946020,naturespointewellness@gmail.com,2021-03-02,,Yes,C,CBD,,,
Natures Alternative Healing CBD,1607 S Broad St,,Scottsboro,AL,35768,US,,2569990232,dharrison0109@gmail.com,2021-03-02,2021-03-02,Yes,C,CBD,,,
Near To Me Dispensary,2009 15th Ave S,,Birmingham,AL,35205,US,https://www.neartomecbd.com/,2054075125,john.parker@neartomecbd.com,2021-02-26,2022-04-20,Yes,C,CBD,,,
Near To Me Dispensary,3049 John Hawkins Pkwy Ste 102,,Hoover,AL,35244,US,,2055027635,neartomeshipping@gmail.com,2021-04-18,2022-04-20,Yes,C,CBD,,,
NT Lingerie,5021 Moffett Rd,,Mobile,AL,36618,US,http://ntlingerieanddvd.com/,2513800009,ntlingerie1@gmail.com,2020-01-25,2020-01-25,Yes,O,CBD,,,
NT Lingerie,7136 Airport Blvd,,Mobile,AL,36608,US,http://ntlingerieanddvd.com/,2513431110,ntlingerie1@gmail.com,2020-01-25,2020-01-25,Yes,O,CBD,,,
NT Lingerie,6095 Old Pascagoula Rd,,Theodore,AL,36582,US,http://ntlingerieanddvd.com/,2516650014,ntlingerie1@gmail.com,2020-01-25,2020-01-25,Yes,O,CBD,,,
Nu Way Vape,4705 McFarland Blvd #2,,Northport,AL,35476,US,,2055616577,nuwayvape@gmail.com,2018-09-17,2020-01-26,Yes,V,CBD,,,
Nu Way Vape - Florence,206 Cox Creek Pkwy Ste B,,Florence,AL,35630,US,,2563495191,nuwayvape@gmail.com,2018-09-17,,,V,,,,
NU Way Vape Haleyville,1439 21st St,,Haleyville,AL,35565,US,,2054868273,nuwayhaleyville@gmail.com,2021-02-22,,Yes,V,CBD,,,
OB Vapors,25023 Canal Rd,,Orange Beach,AL,36561,US,http://ob-vapors.com/,2519813331,obvapors@gmail.com,2014-11-11,2019-02-11,Yes,V,CBD,,,
OB Vapors Gulf Shores,1538 Gulf Shores Pkwy Ste 5,,Gulf Shores,AL,36542,US,http://ob-vapors.com/,2519688273,orangebeach1@live.com,2018-04-14,2019-06-18,Yes,V,CBD,,,
Oceanic Vapors,3864 S McKenzie St,,Foley,AL,36535,US,,2513975826,mike@oceanicvapor.com,2021-09-29,2021-09-29,,V,,,,
Operation Vapor,886 N Daleville Ave,,Daleville,AL,36322,US,,3345990111,stop.vaportime@gmail.com,2014-09-13,2020-01-12,,V,,,,
Paradise Vapors,3544 US-280 Ste E,,Phenix City,AL,36867,US,https://paradisevaporsllc.com,7064164157,paradisevaporsllc@gmail.com,2018-06-22,2019-07-04,,V,,,,
Parlor Vapes,5053 Cottage Hill Rd,,Mobile,AL,36609,US,,2513075590,vaporbros1@gmail.com,2018-09-08,2019-05-02,Yes,V,CBD,,,
Pharaoh Vape & Phone Repair,240 7th St S,,Clanton,AL,35045,US,https://pharoah-of-clanton-smoke-vape-hookah-phone-repair.business.site/,2052173978,,2019-05-07,2021-02-11,Yes,V,CBD,,,
Planet Vape,2101 Woodward Ave Ste D,,Muscle Shoals,AL,35661,US,http://www.iplanetvape.com/,2562484156,michael@iplanetvape.com,2019-05-07,,Yes,V,CBD,,,
Razor Vapes,8097 AL-59 Ste B,,Foley,AL,36535,US,https://razor-vapes.com/,2519428273,,2018-08-06,2020-01-01,,V,,,,
Royal Tobacco & Vape Outlet,3301 Lorna Rd Ste 4,,Birmingham,AL,35216,US,http://www.birminghamsmokeshop.com/,2054074098,,2020-02-11,,Yes,S,CBD,,,
S & L Vapes,3909 Pepperell Pkwy Ste C,,Opelika,AL,36801,US,,3342031528,sandlvapes@gmail.com,2015-05-13,2019-04-16,Yes,V,CBD,,,
