Shop Name,Address 1,Address 2,City,State/Province,Zip/Postcode,Country,Website,Phone,Email,Added,Updated,CBD,Biz Type,MJ,Kratom,Buyer name ,Title 
Smoker Friendly,1760 W Prospect Rd,,Ashtabula,OH,44004,US,http://www.smokerfriendly.com/,4409980751,,2020-03-04,2020-03-04,,T,,,,
Your CBD Store,2318 Lake Ave,,Ashtabula,OH,44004,US,https://cbdrx4u.com,4405365011,,2020-12-07,,Yes,C,CBD,,,
Cheap Tobacco,906 E State St,,Athens,OH,45701,US,https://www.cheaptobaccousa.com/,7405921700,marketing@ctobacco.com,2018-10-02,,Yes,S,CBD,,,
Import House,68 N Court St,,Athens,OH,45701,US,http://theimporthouses.com/,7405935155,,2019-01-05,,Yes,H,CBD,,,
Silver Serpent Exotic Gifts,55 N Court St,,Athens,OH,45701,US,,7402494214,,2020-01-03,2020-06-06,Yes,S,CBD,,,
Smoke Zone,80 N Court St,,Athens,OH,45701,US,,7405920553,,2020-03-02,,Yes,S,CBD,Yes,,
Smoker Friendly,1698 S Raccoon Rd,,Austintown,OH,44515,US,http://smokerfriendly.com/,3307938955,,2020-03-03,2020-03-03,,S,,,,
Valley Tobacco,5880 Mahoning Ave,,Austintown,OH,44515,US,http://valleytobaccousa.com/,3307793830,v.tobacco@yahoo.com,2019-10-14,,Yes,S,CBD,Yes,,
Seeds of Wellness llc,33501 Lake Rd Suite H,,Avon Lake,OH,44012,US,http://www.seedsofwellnessllc.com/,4409337733,store@seedsofwellnessllc.com,2018-10-02,,Yes,C,CBD,,,
Beer & Tobacco World,143 Wooster Road N,,Barberton,OH,44203,US,,3307531871,,2018-10-14,,,T,,,,
Haze,240 5th St SE,,Barberton,OH,44203,US,,2345715001,hazeherbalhydro@gmail.com,2021-01-22,,Yes,H,CBD,,,
Stew's Smoke Shop,1424 Wooster Rd W,,Barberton,OH,44203,US,,3302171025,,2020-04-08,2020-04-08,Yes,S,CBD,Yes,,
The Glass House,536 W Tuscarawas Ave,,Barberton,OH,44203,US,http://www.glasshouseohio.com/,3307530500,glasshouseapplication@gmail.com,2018-09-28,2019-11-12,,H,,,,
Ohm Slaw Vapors Eastgate,978 Old State Route 74 Ste D,,Batavia,OH,45103,US,http://slawvapors.com/,5137528273,info@ohmslawjuice.com,2020-01-15,,Yes,V,CBD,,,
I Adore CBD,2727 Fairfield Commons Blvd #E265,,Beavercreek,OH,43950,US,https://iadorecbd.com/,9373068252,iadorecbd@gmail.com,2020-07-08,2021-02-26,Yes,C,CBD,,,
Rapture Vapor and CBD,2324 Grange Hall Rd,,Beavercreek,OH,43950,US,https://www.rapturevapor.com/,4403344651,rapturevapor2324@gmail.com,2019-05-08,2019-12-03,Yes,V,CBD,,,
The Vapor Garage,2495 Commons Blvd #A7,,Beavercreek,OH,45424,US,https://www.thevaporgarage.com/,9373068755,thevaporgarage@gmail.com,2018-09-30,,,V,,,,
Crown Smoke & Vape,8212 Princeton Glendale Rd,,Beckett Ridge,OH,45069,US,,5138891079,crownsmokeshop1@gmail.com,2022-03-18,2022-03-18,,S,,,,
Peace Pipes,3195 Union St,,Bellaire,OH,43906,US,http://peacepipes.biz/,7402982390,bellairepeacepipes@gmail.com,2019-01-08,,Yes,H,CBD,,,
The Holistic Cloud,3048 Belmont St,,Bellaire,OH,43906,US,https://theholisticcloud.com,7403103239,theholisticcloud@gmail.com,2020-12-16,,Yes,C,CBD,,,
Smokers Paradise,922 E Sandusky Ave,,Bellefontaine,OH,43311,US,,9372927827,,2021-08-12,,Yes,T,CBD,,,
Vapor Royals,1724 S Main St,,Bellefontaine,OH,43311,US,,9374049624,vaporroyals@yahoo.com,2018-08-19,2020-02-17,Yes,V,CBD,,,
Your CBD Store,930 E Sandusky Ave,,Bellefontaine,OH,43311,US,https://cbdrx4u.com,9374049321,bellefontaine559@cbdrx4u.com,2020-12-07,,Yes,C,CBD,,,
Glass N More Store Inc. Bellevue,110 E Main St,,Bellevue,OH,44811,US,,5672144046,glasswarenow@yahoo.com,2019-01-03,2020-05-10,Yes,H,CBD,Yes,,
Royal Smokes,404 W Bagley Rd,,Berea,OH,44017,US,https://royalsmokes.business.site/,4402974034,royalsmokes2020@gmail.com,2021-08-09,2021-08-09,Yes,S,CBD,Yes,,
Choice Cigars & Tobacco,110 E Plane St #A,,Bethel,OH,45106,US,,5137346180,,2019-08-05,,,S,,,,
Peb's Smokes & Things,107 S Broadway St,,Blanchester,OH,45107,US,,9377832384,,2018-09-30,2018-11-12,Yes,S,CBD,Yes,,
Atom's Glass & Vape,92 Boardman-Poland Rd,,Boardman,OH,44512,US,https://atomsglassandvape.com/,3309532110,theguys@atomsglassandvape.com,2018-08-06,2021-08-02,Yes,H,CBD,,,
"Blended Botanicals, LLC",8060 Southern Blvd Ste D,,Boardman,OH,44512,US,https://www.blendedbotanicals.com,3309532233,blendedbotanical@gmail.com,2020-04-02,,Yes,O,CBD,Yes,,
Pipe Dreamz,4605 Market St,,Boardman,OH,44512,US,,3307889100,mezmorize2009@yahoo.com,2019-01-03,,Yes,H,CBD,Yes,,
Retro Vape,4605 Market St Ste 3,,Boardman,OH,44512,US,,3309530500,,2018-10-02,,,V,,,,
Rocco's Vape Lounge,1235 Boardman Canfield Rd Ste 2,,Boardman,OH,44512,US,,2342544223,roccosvapelounge@gmail.com,2018-10-02,,,V,,,,
Tobacco City,110 Boardman Poland Rd,,Boardman,OH,44512,US,,3302702705,,2021-08-04,,,S,,,,
Your CBD Store,106 Boardman Poland Rd,,Boardman,OH,44512,US,https://cbdrx4u.com,8776310130,boardman566@cbdrx4u.com,2020-12-07,,Yes,C,CBD,,,
Loonar Station,163 N Main St,,Bowling Green,OH,43402,US,http://www.loonarstation.com,4198064614,,2019-01-08,,Yes,H,CBD,,,
Rise Smoke/Vape Shop,425 E Wooster St Ste B,,Bowling Green,OH,43402,US,,4193156702,,2018-12-03,2019-09-18,Yes,H,CBD,Yes,,
Vape Super Center,1616 E Wooster St Ste 2,,Bowling Green,OH,43402,US,https://www.vscstore.com/,4198064189,dan@vapesupercenter.com,2018-09-30,,Yes,V,CBD,,,
Wild Bill's Tobacco,1060 N Main St,,Bowling Green,OH,43402,US,https://wildbillstobacco.com,4193525989,,2020-12-10,2020-12-10,Yes,S,CBD,Yes,,
House of Vapes,1100 W Royaltron Rd,,Broadview Heights,OH,44147,US,,4404577670,,2018-08-06,2021-08-09,Yes,V,CBD,,,
Icabod's Smoke Shop,394 OH-7,,Brookfield Township,OH,44403,US,http://www.icabodsmoke.com/,3306195316,customercare@icabodsmoke.com,2019-12-03,,,T,,,,
The Land Smoke Shop,4308 Ridge Rd,,Brooklyn,OH,44144,US,https://smokeshopbrooklyn.com/,2164178668,,2021-08-10,,,S,,Yes,,
Brookpark Smokes & Beverages,5707 Smith Rd,,Brookpark,OH,44142,US,,2162650367,,2021-08-09,,Yes,S,CBD,Yes,,
Jojo Vapes,428 N Wolfe Creek St,,Brookville,OH,45309,US,https://jojovapes.com/,9377703006,sales@jojovapes.com,2018-09-30,,,V,,,,
Brunswick Smoke Shop,3843 Center Rd,,Brunswick,OH,44212,US,,3302251295,brunswicksmokes@yahoo.com,2019-07-29,,,T,,,,
Discount Cigarette Mart,55 Pearl Rd,,Brunswick,OH,44212,US,,3302731290,,2019-09-13,,,S,,,,
Havana's Choice Cigars,170 Pearl Rd,,Brunswick,OH,44212,US,https://havanaschoicecigars.com/pearl-rd-brunswick/,2348032012,info@havanaschoicecigars.com,2021-07-31,2021-07-31,Yes,T,CBD,,,
Just Vape and CBD,3813 Center Rd,,Brunswick,OH,44212,US,http://www.justvapeohio.com/,3304603043,justvapeohio@gmail.com,2018-08-07,2020-01-26,Yes,V,CBD,,,
Kings Of Vapor Brunswick,3305 Center Rd 13,,Brunswick,OH,44212,US,https://www.vapeshopbrunswick.com/,3305589008,kingsofvaporbrunswick@gmail.com,2019-04-13,,Yes,V,CBD,Yes,,
Nhalables,1147 Pearl Rd,,Brunswick,OH,44212,US,http://www.nhalables.com,3308798645,nhalables@gmail.com,2019-01-03,2020-01-03,Yes,H,CBD,,,
Radical Vapes,1480 Pearl Rd #11,,Brunswick,OH,44212,US,https://www.vaporshopbrunswick.com/,3302209122,,2018-10-02,,,V,,,,
E Vapor Hut,209 S Main St,,Bryan,OH,43506,US,https://www.evaporhut.com/,4197992978,april@evaporhut.com,2014-08-28,2021-06-16,Yes,V,CBD,,,
Wild Bill's Tobacco,1121 W High St,,Bryan,OH,43506,US,https://www.wildbillstobacco.com/,4196300332,,2019-09-02,2019-09-02,,S,,Yes,,
Smokey's Tobacco & Brew,314 N Sandusky Ave,,Bucyrus,OH,44820,US,,4195629622,,2020-03-20,,Yes,S,CBD,,,
Cheap Tobacco,1250 Southgate Pkwy,,Cambridge,OH,43725,US,https://www.cheaptobaccousa.com/,7404399601,marketing@ctobacco.com,2018-10-02,2019-06-12,Yes,S,CBD,Yes,,
Hollywood Vapor,2330 Locust St S,,Canal Fulton,OH,44614,US,https://hollywood-vapor.business.site/,3309704141,,2018-09-30,,,V,,,,
Canal Winchester Vapor Station,6286 Gender Rd,,Canal Winchester,OH,43110,US,http://www.westsidevapor.com/,6148296710,,2018-06-02,2018-11-11,Yes,V,CBD,,,
Save n Smoke,6211 Gender Rd,,Canal Winchester,OH,43110,US,,6143214985,,2020-02-14,,,S,,,,
The Vape Room,3544 Gender Rd,,Canal Winchester,OH,43110,US,,6145246444,thevaperoomcw@gmail.com,2018-09-28,2021-12-11,Yes,V,CBD,,,
AltSmoke,4360 Belden Village St NW,,Canton,OH,44718,US,https://altsmoke.com/,3309158398,,2014-08-26,2019-02-18,,V,,,,
Beadle Hut 2nd Chance,3010 12th St NW,,Canton,OH,44708,US,,3304555166,,2018-11-05,2018-11-05,,H,,,,
Cheap Tobacco,2872 Whipple Ave NW,,Canton,OH,44720,US,http://www.cheaptobacco.com/,3304772568,,2018-10-02,,Yes,S,CBD,,,
InkShak,1139 12th St NW,,Canton,OH,44703,US,,3304520444,inkshak2015@gmail.com,2018-12-26,,Yes,H,CBD,Yes,,
Just Vape and CBD,1220 30th St NW,,Canton,OH,44709,US,http://www.justvapeohio.com/,2343603866,justvapeohio@gmail.com,2018-08-07,2020-01-20,Yes,V,CBD,,,
Kronung Vapors,5862 Fulton Dr NW,,Canton,OH,44718,US,,3302449468,,2018-08-07,2020-01-21,Yes,V,CBD,,,
Quonset Hut,3775 Cleveland Ave NW,,Canton,OH,44709,US,http://www.qhut.com/,3304921293,info@qhut.com,2018-10-27,2021-06-18,Yes,H,CBD,,,
The Party Store,2535 Tuscarawas St W,,Canton,OH,44708,US,,3304522026,,2019-10-31,,,T,,,,
The Vapor Lounge LLC,4026 Cleveland Ave NW,,Canton,OH,44709,US,,3304914861,vaporlounge330@yahoo.com,2018-09-15,,,V,,,,
Therapy,4968 Tuscarawas St W,,Canton,OH,44708,US,,3304799920,mezmorize2009@yahoo.com,2018-11-19,2022-02-01,,H,,Yes,,
V Cignature 2,1430 Whipple Ave NW,,Canton,OH,44708,US,,3306206459,smokeanywhereinc@gmail.com,2019-10-14,,,V,,Yes,,
Vapor Station Canton,2850 Whipple Ave NW,,Canton,OH,44708,US,http://www.westsidevapor.com/,3304797183,kellie1323@yahoo.com,2018-08-19,2021-10-07,Yes,V,CBD,,,
The Refuge,2600 OH-568 Ste C,,Carey,OH,43316,US,http://www.refugevapors.com/,4193961588,customerservice@refugevapors.com,2019-10-31,,,V,,,,
The Joint on 33,3560 Dolson Ct Ste C,,Carroll,OH,43112,US,https://www.thejointonhigh.com/the-joint-on-33,7404155349,jointon33@gmail.com,2022-01-17,2022-01-17,Yes,S,CBD,,,
M & M Tobacco,701 Canton Rd NW,,Carrollton,OH,44615,US,,3306272579,mmtobacco10@yahoo.com,2020-01-05,,,T,,,,
Grand Lake Vapor,419 S Main St,,Celina,OH,45822,US,,4198528010,,2018-10-02,,,V,,,,
CBD Oil of Dayton,6052 Wilmington Pike,,Centerville,OH,45459,US,https://cbdhempoiloh.com/,9377099012,dayton@cbdhempoiloh.com,2020-11-28,,Yes,C,CBD,,,
I-Vape,1001 S Main St,,Centerville,OH,45458,US,,9379513722,ivapecenterville@yahoo.com,2018-08-07,2021-10-03,Yes,S,CBD,,,
Vapor Haus,1002 Miamisburg Centerville Rd,,Centerville,OH,45458,US,https://vapor-haus-centerville.business.site/,9379387288,chris.vaporhaus@gmail.com,2018-08-19,2020-02-17,Yes,V,CBD,,,
VaporCast,175 E Alex Bell Rd Ste 260,,Centerville,OH,45459,US,http://www.vaporcast.com/,9374363540,adam@vaporcast.com,2018-08-19,2020-02-17,,V,,,,
Your CBD Store,5820 Wilmington Pike,,Centerville,OH,45459,US,https://cbdrx4u.com,9375220049,centerville505@cbdrx4u.com,2020-12-07,,Yes,C,CBD,,,
Nimbus Vapors,8555 E Washington St,,Chagrin Falls,OH,44023,US,,4407081309,nimbusvapors@gmail.com,2019-05-05,2019-05-05,,V,,,,
Higher Minds,4541 Mahoning Ave NW,,Champion,OH,44483,US,http://www.shophigherminds.com,3308470449,info@highermindsllc.com,2018-10-30,,Yes,H,CBD,Yes,,
Coop's Tobacco & More,602 South St,,Chardon,OH,44024,US,,4402790102,,2019-08-31,2019-08-31,,S,,,,
Premium Hemp Co.,409 Water St,,Chardon,OH,44024,US,https://premiumhempco.com/,4402149075,premiumhempco@gmail.com,2020-02-04,2021-02-09,Yes,C,CBD,,,
Premium Vapors,409 Water St,,Chardon,OH,44024,US,http://premiumvaporsinc.com/,4402149075,premiumvapors@gmail.com,2021-07-30,,Yes,V,CBD,,,
Save On Cigarettes,540 Water St Ste 103,,Chardon,OH,44024,US,http://www.tobaccoshopchardonoh.com/,4402863333,saveoncigarettes02@gmail.com,2019-06-21,2021-08-02,Yes,S,CBD,Yes,,
District 4 Vapor - Chesapeake OH,530 3rd Ave Ste 6,,Chesapeake,OH,45619,US,https://district4vapor.com/,7405310002,sales@district4vapor.com,2018-06-25,2019-07-05,,V,,,,
3rd Rock Vapor,79 N Paint St,,Chillicothe,OH,45601,US,,7407028273,3rdrockvapor@gmail.com,2018-09-30,,Yes,V,CBD,,,
Cheap Tobacco,1 N Bridge St,,Chillicothe,OH,45601,US,https://www.cheaptobaccousa.com/,7407725600,marketing@ctobacco.com,2018-10-02,,Yes,S,CBD,,,
Smoker Friendly,613 Central Center,,Chillicothe,OH,45601,US,https://www.smokerfriendlywv.com/,7407799710,,2018-10-02,2018-10-28,Yes,S,CBD,,,
Smoker Friendly,1080 N Bridge St,,Chillicothe,OH,45601,US,https://www.smokerfriendlywv.com/,7407752180,,2018-10-02,2018-10-28,Yes,S,CBD,,,
The CBD Store,4 Consumer Center Dr,,Chillicothe,OH,45601,US,,7406567554,cbdstoreoh@gmail.com,2020-12-19,,Yes,C,CBD,,,
Vapor Station Chillicothe,1534 N Bridge St,,Chillicothe,OH,45601,US,https://www.vaporstation.com/,7407738273,help@vaporstation.com,2018-08-19,2019-10-07,Yes,V,CBD,,,
Vapors,2 Consumer Center Dr Ste 2,,Chillicothe,OH,45601,US,http://www.fusejuse.com/,7407758273,juice@fusejuse.com,2016-07-19,2019-02-02,,V,,,,
Waterbeds N Stuff,885 N Bridge St,,Chillicothe,OH,45601,US,http://www.waterbedsnstuff.com,7407751171,admin@waterbedsnstuff.com,2018-11-08,2019-10-29,Yes,H,CBD,Yes,,
A 2 Z Smoke Shop,7618 Hamilton Ave,,Cincinnati,OH,45231,US,http://a2zsmokeshop.business.site/,5138323718,,2019-07-14,,,S,,,,
AltSmoke,4450 Eastgate South Dr Ste 248,,Cincinnati,OH,45245,US,https://altsmoke.com/,5138436727,,2014-08-26,2019-02-18,,V,,,,
Bell's House of Tobacco,12123 Montgomery Rd,,Cincinnati,OH,45249,US,http://www.bellscigar.com/,5137740270,bells1@fuse.net,2018-08-06,2019-08-16,,T,,,,
Big Cloud Smoke Shop,10974 Hamilton Ave,,Cincinnati,OH,45231,US,,5139993777,,2021-08-10,,Yes,S,CBD,,,
Choice Cigars & Tobacco,545 Clough Pike #600,,Cincinnati,OH,45244,US,,5135286160,,2019-08-05,,,S,,,,
Cincinnati Hemp Company,101 W Elder St,,Cincinnati,OH,45202,US,https://www.cincinnatihempcompany.org/,5134210123,support@cincinnatihempcompany.org,2021-08-05,,Yes,C,CBD,,,
Cincinnati Vapor Trail,8433 Beechmont Ave,,Cincinnati,OH,45255,US,,5133889600,,2017-12-02,2019-01-19,,V,,,,
Cincy Vapors,6586 Glenway Ave,,Cincinnati,OH,45205,US,http://cincy-vapors.com/,5135741232,info@cincy-vapors.com,2014-08-28,2019-02-18,,V,,,,
Cut Rate Tobacco At Hi-Lo Beverage,6595 Glenway Ave,,Cincinnati,OH,45211,US,,5135742563,,2019-09-02,,,T,,,,
Discount Tobacco,356 Northland Blvd,,Cincinnati,OH,45246,US,,5132236809,discounttobacco356@yahoo.com,2019-10-31,2019-10-31,Yes,S,CBD,,,
Eastgate Tobacco Junction,775 Eastgate S Dr #B,,Cincinnati,OH,45245,US,http://eastgatesmokeshop.com/,5132783136,,2019-10-05,2019-10-05,Yes,S,CBD,Yes,,
Helix Vapor,834 OH-125,,Cincinnati,OH,45245,US,,5137520235,,2019-11-28,2019-11-28,,V,,,,
Hemptations,2034 Madison Rd,,Cincinnati,OH,45208,US,https://www.hemptations.com/,5138714367,hemptations@yahoo.com,2019-01-08,,Yes,H,CBD,,,
High on the Hill,8683 OH-32,,Cincinnati,OH,45244,US,http://hothcincy.com/,5134741545,hoth_1978@yahoo.com,2018-12-26,,Yes,H,CBD,Yes,,
I.M. Dazed,2038 Beechmont Ave,,Cincinnati,OH,45230,US,https://im-dazed.business.site/,5132310527,im.dazedcorp@gmail.com,2021-08-05,,Yes,S,CBD,,,
King Vapors,3408 Harrison Ave,,Cincinnati,OH,45211,US,,5136628273,,2018-08-07,2020-01-20,Yes,V,CBD,,,
Lefty's Tobacco Colerain,8459 Colerain Ave Ste C,,Cincinnati,OH,45239,US,https://www.leftysplus.com/,5139239222,leftysplus@gmail.com,2018-08-07,2019-06-11,,S,,,,
Mazaj Smoke Shop,10045 Springfield Pike,,Cincinnati,OH,45215,US,https://mazaj-smoke-shop-ohio.business.site/,5139781006,,2021-08-05,,Yes,S,CBD,,,
Mt Lookout Smoke Shop,3165 Linwood Ave,,Cincinnati,OH,45208,US,https://mt-lookout-smoke-shop.business.site/,5138739590,mtlookoutsmokeshop@gmail.com,2021-08-05,2021-08-05,,S,,,,
Nu Image,4601 Eastgate Blvd Ste 200,,Cincinnati,OH,45245,US,,5139470312,,2021-08-05,,,H,,,,
Ohio CBD Guy,9520 Montgomery Rd,,Cincinnati,OH,45242,US,https://ohiocbdguy.com/,5138734355,ohiocbdguy@gmail.com,2021-02-21,,Yes,C,CBD,,,
Ohio CBD Guy - Cincinnati,2817 Woodburn Ave,,Cincinnati,OH,45206,US,https://ohiocbdguy.com/,5138736040,ohiocbdguy@gmail.com,2021-02-21,,Yes,C,CBD,,,
Peb's Too Smokes & Things,3114 Springdale Rd,,Cincinnati,OH,45251,US,,5138279088,,2019-01-05,,Yes,S,CBD,Yes,,
Planet Caravan Smoke Shop,9268 Colerain Ave,,Cincinnati,OH,45251,US,,5133810710,planetcaravan513@gmail.com,2021-02-10,,Yes,S,CBD,,,
Planet Caravan Smoke Shop,243 W McMillan St,,Cincinnati,OH,45219,US,https://www.planetcaravansmokeshop.com/,5135790420,,2018-10-02,,,S,,,,
Planet Caravan Smoke Shop,2826 Jefferson Ave,,Cincinnati,OH,45219,US,https://www.planetcaravansmokeshop.com/,5138610420,,2018-10-02,,,S,,,,
Puff Smoke Shop,73 W McMillan St,,Cincinnati,OH,45219,US,http://www.puffsmokeshop.biz/,5139145662,puffsmokeshop2724@gmail.com,2018-10-02,2021-06-15,Yes,S,CBD,,,
Puff Smoke Shop,2724 Vine St,,Cincinnati,OH,45219,US,http://www.puffsmokeshop.biz/,5139545541,puffsmokeshop2724@gmail.com,2018-10-02,,Yes,S,CBD,,,
Puff Smoke Shop,261 W McMillan St,,Cincinnati,OH,45219,US,http://www.puffsmokeshop.biz/,5136207051,puffsmokeshop261@gmail.com,2018-10-02,,Yes,S,CBD,,,
Puff Smoke Shop,5979 Glenway Ave #C,,Cincinnati,OH,45238,US,http://www.puffsmokeshop.biz/,5139237833,puffsmokeshop261@gmail.com,2021-06-15,,Yes,S,CBD,,,
Scarlet Vapors & Smoke Shop,11424 Montgomery Rd,,Cincinnati,OH,45249,US,http://www.scarletsmokeshop.com/,5132478383,harpers@scarletsmokeshop.com,2020-01-03,2020-01-03,Yes,S,CBD,,,
Smoke N Save,1091 Ohio Pike,,Cincinnati,OH,45245,US,https://www.smokensaveoh.com/,5139437283,,2019-10-06,2019-10-06,Yes,S,CBD,Yes,,
Studio Vapes,9680 Colerain Ave,,Cincinnati,OH,45251,US,https://www.studiovapes.com/,5134104923,studiovapes@gmail.com,2018-09-28,2018-11-13,,V,,,,
Studio Vapes,6302 Harrison Ave,,Cincinnati,OH,45247,US,https://www.studiovapes.com/,5135506937,studiovapes@gmail.com,2018-09-28,,,V,,,,
Studio Vapes,5872 Cheviot Rd,,Cincinnati,OH,45247,US,https://www.studiovapes.com/,5136526583,studiovapes@gmail.com,2018-09-12,,,V,,,,
Terps Smokeshop & Gallery,6213 Montgomery Rd,,Cincinnati,OH,45213,US,https://terps.shopsettings.com/,5138738515,terpsgallery@gmail.com,2020-08-30,2020-08-30,Yes,H,CBD,,,
The Annex Smoke Shop/Gypsy Hookah Lounge,117 Calhoun St,,Cincinnati,OH,45219,US,https://www.annexgypsy.com/,5134076199,rzayed26@yahoo.com,2018-11-26,2021-08-05,,S,,,,
