Shop Name,Address 1,Address 2,City,State/Province,Zip/Postcode,Country,Website,Phone,Email,Added,Updated,CBD,Biz Type,MJ,Kratom,Buyer name ,Title 
Paradigm CBD Shoppe,6134 US-98,,Hattiesburg,MS,39402,US,https://www.paradigmdistro.com/,6013367332,paradigmdistro@gmail.com,2021-02-11,2021-09-18,Yes,C,CBD,,,
Ra Shop,2706 Hardy St,,Hattiesburg,MS,39401,US,http://www.rashop.us/,6012616961,,2018-08-14,2020-02-10,Yes,S,CBD,Yes,,
Rev Of Hattiesburg,6335 US-49 Ste 40,,Hattiesburg,MS,39401,US,,6014020344,support@rev-vaping.com,2018-08-06,2021-06-11,Yes,V,CBD,,,
Twisted Vapes,4308 W 4th St,,Hattiesburg,MS,39402,US,,6012643131,craigb00@ymail.com,2018-09-30,,,V,,,,
Vaporized,4700 Hardy St Ste L,,Hattiesburg,MS,39402,US,https://www.myvaporized.com/,6015963807,vaporizedms@gmail.com,2018-09-30,2019-06-03,Yes,V,CBD,,,
Vaporized Express,2401 Hardy St Ste 30,,Hattiesburg,MS,39401,US,https://vaporized-express.business.site/,6015963537,,2018-08-06,2020-01-09,Yes,V,CBD,,,
"Your CBD Store - Hattiesburg, MS",6152 US-98 Ste 20,,Hattiesburg,MS,39402,US,https://cbdrx4u.com/,6014478849,cbd3507@gmail.com,2019-09-13,2019-09-13,Yes,C,CBD,,,
Apollo Hemp Supply llc.,2662 Hwy 51 S Ste 7,,Hernando,MS,38632,US,https://apollohempsupply.com/,6622983218,apollollc19@gmail.com,2020-11-17,,Yes,C,CBD,,,
Blue Moon Gifts,215 W Commerce St,,Hernando,MS,38632,US,https://www.facebook.com/bluemoongiftsms/,9013048480,,2019-07-26,,,O,,,,
Mid South Vapors - Hernando,2670 McIngvale Rd Ste C,,Hernando,MS,38632,US,http://msvapors.com/,6622983941,info@msvapors.com,2020-01-19,2020-01-19,Yes,V,CBD,,,
Vapor Maven,2338 McIngvale Rd,,Hernando,MS,38632,US,https://vapormaven.com,6624694276,,2020-12-13,,Yes,V,CBD,,,
Mid South Vapors - Horn Lake,3001 Goodman Rd Ste 106,,Horn Lake,MS,38637,US,https://www.msvapors.com/,6624704326,info@msvapors.com,2014-09-01,2019-04-13,,V,,,,
Tobacco Outlet,1428 Goodman Rd W,,Horn Lake,MS,38637,US,,6623939399,tobaccooutlet1428@gmail.com,2019-10-31,2019-10-31,Yes,S,CBD,Yes,,
Tobacco SuperStore,3340 Goodman Rd,,Horn Lake,MS,38637,US,http://tobaccosuper.com/,6625485115,,2020-03-01,,Yes,T,CBD,,,
West Vapor Co.,1061 Goodman Rd W,,Horn Lake,MS,38637,US,,6624705748,,2018-09-20,2021-06-15,Yes,V,CBD,,,
"Your CBD Store - Jackson, MS",310 Briarwood Dr Ste A,,Jackson,MS,39206,US,https://cbdrx4u.com/,6019577972,cbd3507@gmail.com,2019-09-13,2019-09-13,Yes,C,CBD,,,
Alien Vapes,16230 MS-603 Ste E,,Kiln,MS,39556,US,https://www.alienvapeskiln.com/,2282545401,alienvapesllc@gmail.com,2020-06-17,,Yes,V,CBD,,,
Magnolia Vapes,2237 MS-15 N,,Laurel,MS,39443,US,,6017784994,magnoliavapes@gmail.com,2018-08-06,2019-12-29,,V,,,,
Huff n Puff 4,5132 Beatline Rd,,Long Beach,MS,39560,US,,2282065000,,2022-04-28,2022-04-28,,S,,,,
Tobacco Outlet,208 S Church Ave,,Louisville,MS,39339,US,,6627734685,,2020-07-14,,Yes,T,CBD,,,
Cool~e-Smokin Vapors,11285 Old 63 S,,Lucedale,MS,39452,US,,6017915268,,2019-08-31,,,V,,,,
Scotts Smokin Vapors,168 Cowart St Ste 6,,Lucedale,MS,39452,US,,2289906614,scottssmokin18@gmail.com,2019-12-18,,,V,,,,
Hemp World Madison,"114 Dees Dr, Ste B",,Madison,MS,39110,US,https://www.hempworldmadison.com/,6017075358,hempworldmadison@gmail.com,2021-05-12,,Yes,C,CBD,,,
Magnolia Hemp Company,1716 US-51 Ste D,,Madison,MS,39110,US,https://magnoliahempco.com/,6017077531,info@magnoliahempco.com,2021-03-17,2022-02-02,Yes,C,CBD,,,
A1 Vapor of Magee,1667 US-49 Ste 1,,Magee,MS,39111,US,,6014397172,a1vaporofmagee@yahoo.com,2019-07-15,,Yes,V,CBD,,,
Cloud 9 Vapor,1409 Delaware Ave #C,,McComb,MS,39648,US,,6016002424,,2019-08-08,,,V,,,,
Smokey's Discount Tobacco,1200 Lasalle St #24,,McComb,MS,39648,US,,6012492445,,2020-03-19,,,T,,,,
Cloudy Daze CBD Shop,1614 Simpson Hwy #149,,Mendenhall,MS,39114,US,https://cloudydaze.business.site,6014051902,cloudydaze1@yahoo.com,2020-12-02,2020-12-02,Yes,C,CBD,,,
El Cheapos Discount Beer & Tobacco House,5105 5th St,,Meridian,MS,39307,US,,6014852398,,2021-09-16,,,T,,,,
Meridian Underground Music,2220 8th St,,Meridian,MS,39301,US,http://www.meridianundergroundmusic.com/,6014851363,meridianunderground@gmail.com,2019-12-19,,Yes,O,CBD,,,
Rev of Meridian,2400 N Hills St Ste B,,Meridian,MS,39305,US,,6016781718,support@rev-vaping.com,2018-08-06,2020-01-01,Yes,V,CBD,,,
Tobacco World,2440 N Hills St,,Meridian,MS,39305,US,,6016936751,,2020-02-19,,,S,,Yes,,
Tobacco World,93 S Frontage Rd Ste 200,,Meridian,MS,39301,US,,6014847171,,2020-02-25,,Yes,S,CBD,Yes,,
Twisted Mist,806 MS-19 N #280b,,Meridian,MS,39307,US,http://www.twistedmist.net/,6014534205,charlesswain@twistedmist.net,2019-11-10,,Yes,V,CBD,,,
Vaporized Meridian,555 Bonita Lakes Plaza #A,,Meridian,MS,39301,US,https://www.myvaporized.com/,6019385556,,2018-01-16,2019-01-22,,V,,,,
"Your CBD Store - Meridian, MS",103 S Frontage Rd Ste 308,,Meridian,MS,39301,US,https://cbdrx4u.com/,6012865962,cbd3507@gmail.com,2019-09-13,2019-09-13,Yes,C,CBD,,,
Cheap Butts Discount Tobacco,7620 MS-613,,Moss Point,MS,39563,US,,2284757318,,2019-08-02,,,T,,Yes,,
Dr. Kratom Botanicals,7620 MS-613 #1,,Moss Point,MS,39563,US,,2283692268,dr.kratom.botanicals@gmail.com,2018-11-01,,Yes,H,CBD,Yes,,
Lady Kratom,4519 Jefferson Ave,,Moss Point,MS,39563,US,,2285630158,,2021-03-04,2021-03-04,Yes,C,CBD,Yes,,
The Vape Shoppe,196 Sgt Prentiss Dr,,Natchez,MS,39120,US,,6013344943,,2022-02-07,2022-02-07,Yes,V,CBD,,,
Tobacco SuperStore,516 W Bankhead St,,New Albany,MS,38652,US,http://tobaccosuper.com/,6625385834,,2020-03-04,,,T,,,,
Vapor Maven,302 Hwy 30 W Ste C,,New Albany,MS,38652,US,https://vapormaven.com,6625349987,,2020-12-13,,Yes,V,CBD,,,
Candy Shop,1310 Bienville Blvd,,Ocean Springs,MS,39501,US,http://www.shopforcandy.com/,2282150493,info@candyshopusa.com,2020-11-22,2020-12-22,Yes,C,CBD,Yes,,
Chevron and Vape Shop,1264 Ocean Springs Rd,,Ocean Springs,MS,39564,US,,2288750441,,2022-02-10,2022-02-15,,O,,Yes,,
Double Shoppe,14000 Wilfred Seymour Rd,,Ocean Springs,MS,39564,US,,2288758684,,2018-11-23,,Yes,S,CBD,Yes,,
EVapes,6616 Washington Ave Ste F,,Ocean Springs,MS,39564,US,http://evapes228.com/,2283800944,,2021-01-01,,Yes,V,CBD,,,
"Smiley's Tobacco, Beer & More",6709 Mary St,,Ocean Springs,MS,39564,US,https://smileys-tobacco-beer-more.business.site/,2284470914,,2020-03-19,,Yes,S,CBD,Yes,,
Vaporio,4010 Bienville Blvd Ste C,,Ocean Springs,MS,39564,US,http://www.vaporio.net,2282151548,vaporiollc@gmail.com,2020-05-19,,Yes,V,CBD,Yes,,
"Your CBD Store - Ocean Springs, MS",1626 Bienville Blvd,,Ocean Springs,MS,39564,US,https://cbdrx4u.com/,2282150492,cbd3507@gmail.com,2019-09-13,2019-09-13,Yes,C,CBD,,,
Cheap Smokes 2,6775 MS-305,,Olive Branch,MS,38654,US,,6628953511,,2019-08-02,,,T,,,,
Huff N Puff,7785 New Craft Rd,,Olive Branch,MS,38654,US,https://huffnpuff.ecwid.com/,6624207712,huffnpuff.1@yahoo.com,2021-02-08,,,S,,,,
Smoke Max,6229 MS-305 Ste E,,Olive Branch,MS,38654,US,,6624207457,maxsmoke01@gmail.com,2019-08-17,2021-01-03,Yes,V,CBD,Yes,,
Tobacco Plus,7153 Hacks Cross Rd,,Olive Branch,MS,38654,US,,6628900786,,2020-05-23,,,T,,,,
Vapor Maven,7796 Craft-Goodman Rd,,Olive Branch,MS,38654,US,http://vapormaven.com/,6628746356,,2019-10-09,,Yes,V,CBD,,,
VaporWize,8110 Camp Creek Blvd Ste 112,,Olive Branch,MS,38654,US,http://www.vaporwize.com/,6628745061,,2015-02-27,2018-12-26,Yes,V,CBD,,,
Your CBD Store,6399 Goodman Rd Ste 104,,Olive Branch,MS,38654,US,https://cbdrx4u.com/find-us/mississippi/olive-branch,6624207357,,2021-06-04,,Yes,C,CBD,,,
Cloud 9 LLC Vapor Supply Company,2617 W Oxford Loop Ste 4,,Oxford,MS,38655,US,,6628326297,cloud9vaporsupplies@gmail.com,2015-07-25,2019-02-20,,V,,,,
Hemp Ville CBD,1801 Jackson Ave W Ste 103A,,Oxford,MS,38655,US,https://hempvillecbd.com/,6623805310,hemphealthms@gmail.com,2021-01-27,,Yes,C,CBD,,,
Local Color,1000 N Lamar Blvd,,Oxford,MS,38655,US,,6622349605,,2018-11-30,,,H,,,,
Sam's Cell Phones Accessories & Tobacco,1418 Jackson Ave W,,Oxford,MS,38655,US,,6625130004,,2020-02-13,,,T,,,,
Slackers Supply,2617 W Oxford Loop,,Oxford,MS,38655,US,,6626383074,,2019-01-14,2019-02-15,,H,,,,
Tobacco SuperStore,1617 Jackson Ave W,,Oxford,MS,38655,US,https://tobaccosuper.com/main/,6622340055,,2018-08-06,2020-04-15,Yes,T,CBD,,,
"Your CBD Store - Oxford, MS",2311 Jackson Ave W Ste 306-B,,Oxford,MS,38655,US,https://getsunmed.com,6623805193,shopms168@getsunmed.com,2020-12-06,2022-04-06,Yes,C,CBD,,,
Cloud 9 Vapor,2402 Denny Ave,,Pascagoula,MS,39567,US,,2282021488,,2019-03-31,,,V,,,,
Huff N Puff,3810 Hospital Rd,,Pascagoula,MS,39567,US,,2282053778,,2018-08-06,2019-10-02,,S,,,,
Kickin The Butt Vapors,4625 Telephone Rd Ste 1,,Pascagoula,MS,39581,US,,2282053679,kickinthebuttvapors@gmail.com,2018-08-06,2019-12-27,Yes,V,CBD,,,
Market Smoke & Vape Shop,1612 Denny Ave,,Pascagoula,MS,39567,US,,2282053949,,2022-04-04,2022-04-04,Yes,S,CBD,Yes,,
2Back-O-Town,16829 Kapalama Rd Ste A,,Pass Christian,MS,39571,US,,2285866244,,2022-01-06,2022-01-06,,T,,,,
Treasure Chest,8030 Menge Ave,,Pass Christian,MS,39571,US,,2284527277,,2022-03-30,2022-03-30,Yes,T,CBD,Yes,,
Hemp World,100 Business Center Pkwy Ste A,,Pearl,MS,39208,US,,7692577566,hempworldms@gmail.com,2021-01-27,,Yes,C,CBD,,,
Mack's Tobacco Shop,3190 US-80,,Pearl,MS,39208,US,,6019331833,,2020-01-06,,Yes,T,CBD,,,
Nectar Farms,200 Bass Pro Dr Ste 210,,Pearl,MS,39208,US,https://nectarfarms.net/,6013980000,owner@nectarfarms.net,2021-02-26,,Yes,C,CBD,,,
Sparx Vape Pearl,100 N Bierdeman Rd Ste J,,Pearl,MS,39208,US,,7694475665,sparxvape@gmail.com,2019-10-18,2019-10-18,Yes,V,CBD,,,
Crazy 8 Vapors Petal,35 Byrd Dr Ste 1001,,Petal,MS,39465,US,http://crazy8vapor.business.site/,6013365755,crazy8vapors@gmail.com,2019-08-31,,Yes,V,CBD,,,
Smokey's Discount Tobacco,112 S Main St,,Petal,MS,39465,US,,6015444300,,2020-03-18,,Yes,T,CBD,,,
Big Time Vapes,711 Memorial Blvd,,Picayune,MS,39466,US,,6013376466,bigtimevapes@yahoo.com,2018-10-07,,,V,,,,
Custom Vapes,1405 Armand Dr,,Picayune,MS,39466,US,,6012731204,robyn@customvapes.org,2015-03-28,2019-09-02,,V,,,,
Herbal Alternatives Picayune,965 Memorial Blvd,,Picayune,MS,39466,US,https://herbal-alternatives-picayune.business.site/,7699262500,,2021-01-30,,Yes,C,CBD,Yes,,
Smokin' Joe's,3275 MS-43,,Picayune,MS,39466,US,,6017494171,,2019-12-11,2019-12-11,,T,,,,
The CBD Junction,1 Sycamore Rd Ste F,,Picayune,MS,39466,US,https://www.thecbdjunction.com/,7692420154,thecbdjunction@gmail.com,2020-12-21,,Yes,C,CBD,,,
Tobacco Shop,282 W Oxford St,,Pontotoc,MS,38863,US,,6624880220,,2020-03-14,2020-03-14,Yes,T,CBD,,,
Sparx Vape Richland,1055 US-49 Ste D,,Richland,MS,39208,US,,6013982163,sparxvape@gmail.com,2019-10-18,2019-10-18,Yes,V,CBD,,,
Magnolia Vapes,310 US-51 Ste B,,Ridgeland,MS,39157,US,http://www.magnoliavapes.com/,6017079914,magnoliavapes@gmail.com,2018-08-06,2020-01-06,,V,,,,
Ruby's Beer & Tobacco,801 S Wheatley St Ste D,,Ridgeland,MS,39157,US,,7692163040,rubybeer.tobacco@yahoo.com,2020-02-12,2020-02-12,Yes,S,CBD,Yes,,
Shahi Beer & Tobacco,7157 Old Canton Rd Ste G,,Ridgeland,MS,39157,US,,6017909009,rubybeertobacco@yahoo.com,2020-02-15,,,S,,,,
Vapor World,587 US-51 Ste B,,Ridgeland,MS,39157,US,http://www.vaporworldonline.com/,7693000644,ridgeland@vaporworldonline.com,2018-08-06,2020-01-09,Yes,V,CBD,,,
Tobacco Superstore,102 E Main St,,Senatobia,MS,38668,US,http://tobaccosuper.com/,6625620627,,2020-03-02,,,T,,,,
Tobacco SuperStore #68,4669 US-51,,Senatobia,MS,38668,US,http://tobaccosuper.com/,6623011700,,2019-12-14,,Yes,S,CBD,,,
American Vapor Co.,1100 Church Rd W #112,,Southaven,MS,38671,US,,6624704274,support@theamericanvaporco.com,2021-10-20,,Yes,V,CBD,,,
Blue Whale Vapor,9055 US-51,,Southaven,MS,38671,US,https://www.badfisheliquid.com/,6625105524,bluewhalevapor@gmail.com,2015-05-16,2019-07-22,Yes,V,CBD,,,
Desoto Vapors,2930 Goodman Rd E,,Southaven,MS,38672,US,https://desotovapors.wixsite.com/desotovapors/home,6625361315,desotovapors@gmail.com,2019-08-12,,,V,,,,
Hemp Ville CBD Southaven,562 Goodman Rd E,,Southaven,MS,38671,US,https://hempvillecbd.com/,6625366046,benc@hempvillecbd.com,2021-01-27,2021-01-27,Yes,C,CBD,,,
Mid South Vapors Southaven,3038 Goodman Rd E,,Southaven,MS,38672,US,,6625366216,info@msvapors.com,2018-08-06,2019-12-29,,V,,,,
Pure CBD Solutions,3451 Goodman Rd E Ste 120,,Southaven,MS,38672,US,https://purecbdgroup.com/,6622538099,info@purecbdgroup.com,2021-02-05,,Yes,C,CBD,,,
Southaven Smoke,9020 US-51 N Ste 3,,Southaven,MS,38671,US,,6623934987,,2019-01-08,2021-01-08,Yes,S,CBD,Yes,,
Super C Tobacco,372 Goodman Rd E,,Southaven,MS,38671,US,,6623495646,,2019-11-27,,Yes,T,CBD,Yes,,
VaporSmart,1060 Goodman Rd E,,Southaven,MS,38671,US,,6625505979,,2020-07-20,2020-07-20,Yes,V,CBD,,,
VaporWize,376 Goodman Rd E,,Southaven,MS,38671,US,https://vaporwize-southaven.business.site/,6624706917,,2015-02-27,2019-01-29,,V,,,,
"Your CBD Store - Southaven, MS",1076 Goodman Rd E,,Southaven,MS,38671,US,https://cbdrx4u.com/,6624706497,cbd3507@gmail.com,2019-09-13,2019-09-13,Yes,C,CBD,,,
1810 Vapors,1107 Stark Rd,,Starkville,MS,39759,US,http://www.1810vapors.com/,6622688078,1810vapes@gmail.com,2018-08-06,2018-12-23,,V,,,,
Starkville Discount Tobacco,1026 Louisville St,,Starkville,MS,39759,US,https://starkvilletobacco.business.site/,6622688351,starkvilletobacco@gmail.com,2018-12-03,,Yes,S,CBD,Yes,,
Tobacco 101,204 MS-12 Ste C,,Starkville,MS,39759,US,,6626178300,tobacco101ms@gmail.com,2018-08-06,2018-10-17,Yes,S,CBD,,,
